Location,Vehicle_Count,NO2_Emissions,Traffic_Flow_Speed,Rush_Hour_Indicator,Suggested_Route_Adjustment,Hour,Day_of_Week,Weather_Conditions_Cloudy,Weather_Conditions_Hazy,Weather_Conditions_Rainy,High_Congestion
Ghulam Muhammad Abad,235,75.57,30.833333333333336,1,No change needed,18,2,False,True,False,1
Madina Town,81,71.44,56.5,0,No change needed,2,3,False,False,True,0
Susan Road,50,43.22,61.666666666666664,0,No change needed,21,4,True,False,False,0
Canal Road,255,24.09,27.5,0,Use Expressway,15,6,False,True,False,1
Clock Tower,134,72.64,47.66666666666667,1,No change needed,19,5,True,False,False,0
Canal Road,64,49.7,59.333333333333336,1,No change needed,19,0,True,False,False,0
Clock Tower,247,18.96,28.833333333333336,0,No change needed,20,0,False,False,False,1
Susan Road,183,52.91,39.5,0,No change needed,1,5,False,False,True,0
D Ground,150,56.73,45.0,0,No change needed,2,0,True,False,False,0
Canal Road,206,17.2,35.666666666666664,0,No change needed,23,2,False,True,False,0
Kohinoor City,144,73.27,46.0,1,No change needed,18,5,True,False,False,0
Canal Road,157,41.36,43.83333333333333,0,No change needed,22,6,False,False,True,0
Canal Road,85,26.56,55.833333333333336,0,No change needed,16,6,True,False,False,0
Madina Town,250,21.97,28.333333333333336,0,No change needed,2,3,False,False,True,1
Madina Town,91,38.83,54.833333333333336,0,No change needed,12,4,True,False,False,0
Ghulam Muhammad Abad,128,63.95,48.66666666666667,0,No change needed,0,3,False,False,False,0
Clock Tower,371,40.64,8.166666666666664,0,Use Circular Road alternative,16,1,True,False,False,1
Ghulam Muhammad Abad,84,19.14,56.0,0,No change needed,21,6,False,False,False,0
Kohinoor City,295,58.03,20.833333333333336,0,Divert via Satyana Road,22,1,True,False,False,1
D Ground,381,67.4,6.5,0,Take small connecting roads,12,3,False,False,True,1
Kohinoor City,269,52.41,25.166666666666664,0,Divert via Satyana Road,0,3,False,False,True,1
Ghulam Muhammad Abad,189,36.79,38.5,0,No change needed,3,0,False,False,True,0
Ghulam Muhammad Abad,22,36.06,66.33333333333333,0,No change needed,2,1,False,False,True,0
D Ground,95,73.75,54.166666666666664,0,No change needed,20,5,False,False,True,0
Kohinoor City,397,24.9,5.0,0,Divert via Satyana Road,15,3,False,True,False,1
People's Colony,179,48.81,40.16666666666667,0,No change needed,23,5,False,True,False,0
Kohinoor City,41,55.22,63.166666666666664,0,No change needed,13,0,True,False,False,0
Susan Road,328,50.36,15.333333333333336,0,Use Madina Town Bypass,21,1,False,False,True,1
Ghulam Muhammad Abad,360,59.21,10.0,0,Take side streets via Millat Road,12,4,False,False,False,1
Kohinoor City,351,72.7,11.5,0,Divert via Satyana Road,1,5,False,False,False,1
Kohinoor City,315,35.46,17.5,1,Divert via Satyana Road,18,0,False,False,True,1
Madina Town,224,40.71,32.666666666666664,0,No change needed,2,3,False,True,False,1
Canal Road,52,13.16,61.333333333333336,0,No change needed,12,4,False,False,True,0
Clock Tower,88,28.94,55.333333333333336,0,No change needed,2,0,False,True,False,0
Kohinoor City,58,57.46,60.333333333333336,1,No change needed,17,6,True,False,False,0
D Ground,301,17.1,19.833333333333336,0,Take small connecting roads,13,3,False,True,False,1
D Ground,340,20.68,13.333333333333336,1,Take small connecting roads,19,3,False,False,True,1
Clock Tower,102,75.96,53.0,0,No change needed,15,2,False,False,True,0
Susan Road,313,68.53,17.833333333333336,0,Use Madina Town Bypass,2,1,False,False,True,1
People's Colony,386,57.26,5.666666666666671,0,"Avoid peak hours, use Jaranwala Road",15,2,False,True,False,1
Kohinoor City,228,55.0,32.0,0,No change needed,15,1,False,False,False,1
Madina Town,38,62.07,63.666666666666664,1,No change needed,18,6,False,False,True,0
People's Colony,103,40.9,52.83333333333333,0,No change needed,20,5,True,False,False,0
People's Colony,362,77.12,9.666666666666664,0,"Avoid peak hours, use Jaranwala Road",0,3,False,False,True,1
Susan Road,263,22.73,26.166666666666664,0,Use Madina Town Bypass,0,2,False,True,False,1
Ghulam Muhammad Abad,334,70.79,14.333333333333336,1,Take side streets via Millat Road,17,3,False,False,True,1
Kohinoor City,56,45.09,60.666666666666664,0,No change needed,15,3,False,False,False,0
D Ground,184,21.75,39.33333333333333,0,No change needed,20,0,True,False,False,0
People's Colony,257,79.28,27.166666666666664,0,"Avoid peak hours, use Jaranwala Road",22,2,False,False,True,1
Kohinoor City,240,43.63,30.0,0,No change needed,20,6,True,False,False,1
Kohinoor City,39,63.01,63.5,0,No change needed,15,0,True,False,False,0
Canal Road,353,31.9,11.166666666666664,0,Use Expressway,3,3,False,True,False,1
Canal Road,333,69.95,14.5,0,Use Expressway,0,6,False,False,True,1
Madina Town,220,37.87,33.333333333333336,0,No change needed,15,1,False,False,False,1
D Ground,277,33.74,23.833333333333336,0,Take small connecting roads,4,1,False,False,True,1
Ghulam Muhammad Abad,375,75.84,7.5,0,Take side streets via Millat Road,21,5,True,False,False,1
Canal Road,149,71.99,45.16666666666667,0,No change needed,21,5,False,False,True,0
People's Colony,224,69.25,32.666666666666664,0,No change needed,4,4,False,True,False,1
People's Colony,300,30.92,20.0,0,"Avoid peak hours, use Jaranwala Road",15,4,True,False,False,1
People's Colony,282,66.52,23.0,0,"Avoid peak hours, use Jaranwala Road",21,0,True,False,False,1
D Ground,347,40.72,12.166666666666664,0,Take small connecting roads,23,6,False,False,True,1
Ghulam Muhammad Abad,108,73.18,52.0,0,No change needed,0,6,False,False,True,0
Ghulam Muhammad Abad,228,78.42,32.0,0,No change needed,20,6,False,True,False,1
Madina Town,370,76.94,8.333333333333336,0,Use Jaranwala Bypass,13,6,True,False,False,1
Madina Town,281,17.31,23.166666666666664,0,Use Jaranwala Bypass,3,5,True,False,False,1
D Ground,289,69.01,21.833333333333336,0,Take small connecting roads,15,3,True,False,False,1
Ghulam Muhammad Abad,82,19.24,56.333333333333336,0,No change needed,1,2,True,False,False,0
Kohinoor City,240,26.17,30.0,1,No change needed,17,4,False,False,True,1
Canal Road,39,61.88,63.5,0,No change needed,2,1,False,False,False,0
D Ground,244,67.33,29.333333333333336,0,No change needed,12,3,False,False,False,1
Susan Road,146,60.63,45.66666666666667,1,No change needed,17,5,True,False,False,0
Canal Road,186,26.15,39.0,0,No change needed,20,3,False,False,True,0
People's Colony,267,51.12,25.5,0,"Avoid peak hours, use Jaranwala Road",14,5,True,False,False,1
Ghulam Muhammad Abad,309,46.09,18.5,0,Take side streets via Millat Road,14,0,False,False,False,1
Madina Town,38,73.88,63.666666666666664,0,No change needed,4,1,False,True,False,0
Ghulam Muhammad Abad,380,49.44,6.666666666666664,0,Take side streets via Millat Road,16,2,True,False,False,1
D Ground,295,37.33,20.833333333333336,0,Take small connecting roads,4,3,False,False,True,1
Ghulam Muhammad Abad,161,76.28,43.16666666666667,0,No change needed,4,0,True,False,False,0
Canal Road,313,21.32,17.833333333333336,0,Use Expressway,23,0,False,False,False,1
Canal Road,69,16.65,58.5,0,No change needed,14,0,False,True,False,0
Clock Tower,380,56.86,6.666666666666664,0,Use Circular Road alternative,20,1,False,True,False,1
D Ground,114,79.67,51.0,0,No change needed,0,0,True,False,False,0
Madina Town,20,12.02,66.66666666666667,0,No change needed,1,3,False,False,False,0
Ghulam Muhammad Abad,75,28.31,57.5,0,No change needed,4,6,False,False,True,0
Susan Road,339,54.2,13.5,0,Use Madina Town Bypass,15,1,False,False,False,1
Ghulam Muhammad Abad,173,29.0,41.16666666666667,0,No change needed,16,4,False,False,False,0
Kohinoor City,191,24.48,38.16666666666667,0,No change needed,0,6,False,False,True,0
Ghulam Muhammad Abad,37,65.87,63.833333333333336,0,No change needed,20,6,False,False,False,0
People's Colony,375,44.2,7.5,0,"Avoid peak hours, use Jaranwala Road",22,6,False,False,False,1
Kohinoor City,142,20.57,46.33333333333333,0,No change needed,13,5,True,False,False,0
Clock Tower,238,45.19,30.333333333333336,0,No change needed,15,4,True,False,False,1
People's Colony,150,52.19,45.0,0,No change needed,3,3,False,False,False,0
Kohinoor City,197,21.27,37.166666666666664,0,No change needed,1,2,False,False,True,0
People's Colony,135,44.38,47.5,0,No change needed,20,1,False,True,False,0
Clock Tower,393,49.15,5.0,0,Use Circular Road alternative,0,0,False,True,False,1
Susan Road,391,54.49,5.0,0,Use Madina Town Bypass,16,5,False,False,True,1
Clock Tower,282,28.83,23.0,0,Use Circular Road alternative,16,1,True,False,False,1
D Ground,22,65.18,66.33333333333333,1,No change needed,18,4,False,False,False,0
Kohinoor City,66,37.15,59.0,0,No change needed,12,3,False,False,False,0
Madina Town,37,65.66,63.833333333333336,0,No change needed,13,3,False,True,False,0
D Ground,381,79.48,6.5,0,Take small connecting roads,13,3,False,False,True,1
D Ground,311,59.31,18.166666666666664,0,Take small connecting roads,1,4,True,False,False,1
People's Colony,289,18.98,21.833333333333336,0,"Avoid peak hours, use Jaranwala Road",13,3,True,False,False,1
D Ground,316,38.79,17.333333333333336,1,Take small connecting roads,19,6,True,False,False,1
Madina Town,174,15.1,41.0,0,No change needed,4,5,False,True,False,0
Madina Town,337,63.9,13.833333333333336,0,Use Jaranwala Bypass,3,4,False,False,True,1
Ghulam Muhammad Abad,99,70.37,53.5,1,No change needed,18,5,True,False,False,0
D Ground,127,66.1,48.83333333333333,0,No change needed,1,5,False,False,False,0
Ghulam Muhammad Abad,232,47.29,31.333333333333336,0,No change needed,14,2,False,False,False,1
Susan Road,193,27.19,37.833333333333336,0,No change needed,22,6,False,True,False,0
Kohinoor City,321,38.07,16.5,1,Divert via Satyana Road,19,0,False,False,False,1
Susan Road,119,75.0,50.16666666666667,0,No change needed,22,2,False,False,True,0
Ghulam Muhammad Abad,318,17.03,17.0,1,Take side streets via Millat Road,18,5,False,False,True,1
Susan Road,258,40.65,27.0,1,Use Madina Town Bypass,18,6,False,True,False,1
Kohinoor City,159,34.5,43.5,0,No change needed,3,0,True,False,False,0
Clock Tower,324,10.63,16.0,0,Use Circular Road alternative,14,2,False,False,False,1
Madina Town,277,63.34,23.833333333333336,0,Use Jaranwala Bypass,1,5,False,True,False,1
Clock Tower,320,51.09,16.666666666666664,1,Use Circular Road alternative,18,6,False,True,False,1
D Ground,382,19.98,6.333333333333336,0,Take small connecting roads,1,6,False,False,True,1
Ghulam Muhammad Abad,229,25.86,31.833333333333336,0,No change needed,0,3,False,True,False,1
Ghulam Muhammad Abad,353,63.71,11.166666666666664,0,Take side streets via Millat Road,1,4,True,False,False,1
Kohinoor City,81,17.81,56.5,0,No change needed,14,2,False,False,True,0
Ghulam Muhammad Abad,206,45.2,35.666666666666664,0,No change needed,2,5,False,False,False,0
Ghulam Muhammad Abad,112,43.28,51.33333333333333,1,No change needed,17,4,False,False,False,0
Canal Road,291,21.54,21.5,0,Use Expressway,13,2,False,False,False,1
Kohinoor City,23,19.45,66.16666666666667,1,No change needed,17,4,True,False,False,0
D Ground,114,24.88,51.0,0,No change needed,2,3,False,True,False,0
Kohinoor City,176,73.37,40.66666666666667,0,No change needed,0,1,False,False,False,0
Canal Road,260,13.35,26.666666666666664,0,Use Expressway,23,4,False,False,False,1
People's Colony,382,16.0,6.333333333333336,1,"Avoid peak hours, use Jaranwala Road",19,0,False,True,False,1
D Ground,389,58.43,5.166666666666671,0,Take small connecting roads,13,4,False,True,False,1
Canal Road,260,65.56,26.666666666666664,0,Use Expressway,2,1,False,False,True,1
Kohinoor City,20,40.17,66.66666666666667,0,No change needed,16,4,False,False,False,0
People's Colony,137,27.56,47.16666666666667,1,No change needed,17,0,True,False,False,0
People's Colony,254,69.5,27.666666666666664,0,"Avoid peak hours, use Jaranwala Road",12,2,True,False,False,1
Canal Road,202,33.72,36.333333333333336,0,No change needed,3,3,True,False,False,0
D Ground,133,73.91,47.83333333333333,0,No change needed,4,0,True,False,False,0
Susan Road,285,42.74,22.5,0,Use Madina Town Bypass,15,6,False,True,False,1
Canal Road,382,17.07,6.333333333333336,0,Use Expressway,1,2,True,False,False,1
D Ground,354,36.61,11.0,0,Take small connecting roads,20,1,False,True,False,1
Ghulam Muhammad Abad,113,10.66,51.16666666666667,1,No change needed,19,6,False,False,False,0
Madina Town,177,69.76,40.5,0,No change needed,22,1,True,False,False,0
Susan Road,159,12.09,43.5,0,No change needed,13,1,True,False,False,0
Clock Tower,212,73.37,34.666666666666664,0,No change needed,21,6,False,True,False,0
D Ground,391,22.72,5.0,0,Take small connecting roads,4,3,False,False,False,1
People's Colony,60,25.01,60.0,0,No change needed,1,4,True,False,False,0
D Ground,59,43.53,60.166666666666664,0,No change needed,1,5,False,False,False,0
Canal Road,69,55.73,58.5,0,No change needed,21,6,False,False,True,0
Susan Road,346,76.46,12.333333333333336,1,Use Madina Town Bypass,19,0,False,False,True,1
Kohinoor City,71,42.61,58.166666666666664,0,No change needed,21,2,False,True,False,0
Ghulam Muhammad Abad,21,10.37,66.5,0,No change needed,1,6,False,True,False,0
Susan Road,334,77.61,14.333333333333336,0,Use Madina Town Bypass,1,5,False,False,True,1
Canal Road,150,16.66,45.0,0,No change needed,0,5,False,False,True,0
Ghulam Muhammad Abad,312,62.45,18.0,0,Take side streets via Millat Road,1,3,True,False,False,1
D Ground,126,33.93,49.0,0,No change needed,14,5,False,True,False,0
Clock Tower,348,28.64,12.0,0,Use Circular Road alternative,2,1,False,True,False,1
Canal Road,278,54.62,23.666666666666664,0,Use Expressway,4,5,False,False,True,1
D Ground,146,48.38,45.66666666666667,0,No change needed,20,0,True,False,False,0
Kohinoor City,21,23.34,66.5,0,No change needed,16,6,False,False,False,0
Canal Road,276,17.17,24.0,0,Use Expressway,20,2,False,False,False,1
D Ground,295,22.8,20.833333333333336,0,Take small connecting roads,3,0,False,True,False,1
Madina Town,288,39.47,22.0,0,Use Jaranwala Bypass,4,1,False,True,False,1
Kohinoor City,123,64.0,49.5,0,No change needed,14,5,False,False,False,0
Canal Road,204,41.58,36.0,0,No change needed,15,6,False,False,False,0
Susan Road,148,76.27,45.33333333333333,0,No change needed,14,2,False,True,False,0
Canal Road,110,22.93,51.66666666666667,0,No change needed,16,0,True,False,False,0
D Ground,86,38.29,55.666666666666664,0,No change needed,21,2,False,True,False,0
People's Colony,290,74.19,21.666666666666664,0,"Avoid peak hours, use Jaranwala Road",3,0,False,False,False,1
Madina Town,94,77.39,54.333333333333336,0,No change needed,1,6,False,False,False,0
Madina Town,21,56.06,66.5,0,No change needed,12,5,False,True,False,0
Madina Town,161,36.64,43.16666666666667,0,No change needed,20,3,True,False,False,0
Susan Road,94,15.11,54.333333333333336,0,No change needed,20,1,True,False,False,0
D Ground,399,72.97,5.0,0,Take small connecting roads,3,3,False,False,False,1
Susan Road,337,24.25,13.833333333333336,0,Use Madina Town Bypass,2,4,True,False,False,1
Kohinoor City,152,79.1,44.66666666666667,0,No change needed,0,6,True,False,False,0
Kohinoor City,80,41.27,56.666666666666664,0,No change needed,23,6,False,False,False,0
Ghulam Muhammad Abad,158,24.46,43.66666666666667,1,No change needed,18,6,False,False,True,0
Kohinoor City,110,47.04,51.66666666666667,0,No change needed,15,6,False,False,True,0
Kohinoor City,221,38.52,33.166666666666664,1,No change needed,18,3,False,False,True,1
Kohinoor City,111,73.93,51.5,0,No change needed,13,0,True,False,False,0
Madina Town,52,23.91,61.333333333333336,1,No change needed,18,5,True,False,False,0
Madina Town,323,41.97,16.166666666666664,0,Use Jaranwala Bypass,16,2,False,False,False,1
Madina Town,81,45.94,56.5,0,No change needed,3,4,True,False,False,0
D Ground,309,54.22,18.5,0,Take small connecting roads,21,4,False,True,False,1
People's Colony,370,18.9,8.333333333333336,0,"Avoid peak hours, use Jaranwala Road",15,5,False,False,True,1
Kohinoor City,293,75.1,21.166666666666664,0,Divert via Satyana Road,13,6,False,False,False,1
Ghulam Muhammad Abad,278,16.85,23.666666666666664,0,Take side streets via Millat Road,22,2,False,False,False,1
D Ground,210,63.82,35.0,0,No change needed,13,1,False,False,True,0
Kohinoor City,84,38.88,56.0,0,No change needed,21,6,False,False,True,0
D Ground,269,16.3,25.166666666666664,0,Take small connecting roads,13,1,False,False,True,1
Susan Road,72,74.83,58.0,0,No change needed,15,6,True,False,False,0
Susan Road,357,19.27,10.5,1,Use Madina Town Bypass,19,6,False,False,True,1
Clock Tower,288,30.12,22.0,0,Use Circular Road alternative,4,5,False,False,True,1
Kohinoor City,95,64.19,54.166666666666664,0,No change needed,3,3,False,False,False,0
Susan Road,156,44.83,44.0,1,No change needed,18,4,False,True,False,0
Susan Road,289,19.13,21.833333333333336,0,Use Madina Town Bypass,15,1,False,True,False,1
Madina Town,282,17.78,23.0,1,Use Jaranwala Bypass,18,3,False,True,False,1
Kohinoor City,84,36.6,56.0,0,No change needed,20,5,False,False,False,0
Ghulam Muhammad Abad,390,67.94,5.0,0,Take side streets via Millat Road,4,2,False,False,True,1
D Ground,230,50.31,31.666666666666664,0,No change needed,3,5,True,False,False,1
Susan Road,382,48.37,6.333333333333336,0,Use Madina Town Bypass,22,0,False,False,True,1
People's Colony,333,44.82,14.5,0,"Avoid peak hours, use Jaranwala Road",21,6,False,False,False,1
Kohinoor City,243,60.99,29.5,0,No change needed,22,5,False,True,False,1
D Ground,386,29.06,5.666666666666671,0,Take small connecting roads,3,6,False,True,False,1
Canal Road,125,77.24,49.16666666666667,0,No change needed,15,1,False,False,True,0
